Authors,Title,Year,Source title,Link,Abstract
"Dos Santos R.P., De Oliveira K.M., Da Silva W.P.",Evaluating the service quality of software providers appraised in CMM/CMMI,2009,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650588099&doi=10.1007%2fs11219-008-9065-4&partnerID=40&md5=a0c3543209fa0aeadaf109b943e64e27,"Recently, several companies have decided to adopt maturity models such as the CMM/CMMI to ensure quality software processes. The state year report of the Software Engineering Institute (SEI) showed that more than three thousand CMMI appraisals have been conducted since 2002. Many of these were performed at software providers, i.e. companies that develop software for other companies. Although the costs of the implementation and appraisal of CMM/CMMI are high for the software providers, there is no formal study investigating whether this investment pays off or, in other words, whether their customers are measurably satisfied with the quality of the service provided. This article presents the results of a formal evaluation of customer perception of the service quality offered by the software providers appraised in CMM/CMMI. We developed an instrument based on a widely used service quality evaluation model (SERVQUAL) and applied this instrument to several customers of software providers appraised in CMM/CMMI. The results show a considerable discrepancy between customers' expectations and their perceptions of the services provided. © 2008 Springer Science+Business Media, LLC."
"Khoshgoftaar T.M., Rebours P., Seliya N.",Software quality analysis by combining multiple projects and learners,2009,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65049088406&doi=10.1007%2fs11219-008-9058-3&partnerID=40&md5=06eba0a38d1ff8b43ab27b16cb75fa0e,"When building software quality models, the approach often consists of training data mining learners on a single fit dataset. Typically, this fit dataset contains software metrics collected during a past release of the software project that we want to predict the quality of. In order to improve the predictive accuracy of such quality models, it is common practice to combine the predictive results of multiple learners to take advantage of their respective biases. Although multi-learner classifiers have been proven to be successful in some cases, the improvement is not always significant because the information in the fit dataset sometimes can be insufficient. We present an innovative method to build software quality models using majority voting to combine the predictions of multiple learners induced on multiple training datasets. To our knowledge, no previous study in software quality has attempted to take advantage of multiple software project data repositories which are generally spread across the organization. In a large scale empirical study involving seven real-world datasets and seventeen learners, we show that, on average, combining the predictions of one learner trained on multiple datasets significantly improves the predictive performance compared to one learner induced on a single fit dataset. We also demonstrate empirically that combining multiple learners trained on a single training dataset does not significantly improve the average predictive accuracy compared to the use of a single learner induced on a single fit dataset. © 2008 Springer Science+Business Media, LLC."
Moses J.,Should we try to measure software quality attributes directly?,2009,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64249172602&doi=10.1007%2fs11219-008-9071-6&partnerID=40&md5=0648b6d6e222796c2e98f7d73d843380,"Most external software quality attributes are conceptually subjective. For example, maintainability is an external software quality attribute, and it is subjective because interpersonally agreed definitions for the attribute include the phrase 'the ease with which maintenance tasks can be performed'. Subjectivity clearly makes measurement of the attributes and validation of prediction systems for the attributes problematic. In fact, in spite of the definitions, few statistically valid attempts at determining the predictive capability of prediction systems for external quality attributes have been published. When validations have been attempted, one approach used is to ask experts to indicate if the values provided by the prediction system informally agree with the experts' intuition. These attempts are undertaken without determining, independently of the prediction system, whether the experts are capable of direct consistent measurement of the attribute. Hence, a statistically valid and unbiased estimate of the predictive capability of the prediction system cannot be obtained (because the experts' measurement process is not independent of the prediction system's values). In this paper, it is argued that the problem of subjective measurement of quality attributes should not be ignored if quality is to be introduced into software in a controlled way. Further, it is argued that direct measurement of quality attributes should be encouraged and that in fact such measurement can be quantified to establish consistency using an existing approach. However, the approach needs to be made more accessible to promote its use. In so doing, it would be possible to decide whether consistent independent estimates of the true values of software quality attributes can be assigned and prediction systems for quality attributes developed. © 2009 Springer Science+Business Media, LLC."
"Paech B., Wetter T.",Rational quality requirements for medical software,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349160287&doi=10.1145%2f1368088.1368176&partnerID=40&md5=ee7159688c9ff44dfeee64f309aa9661,In this paper we discuss the challenges of software quality for medical software and present some ideas for improving medical software quality requirements through software engineering methods. We apply the quality requirements engineering method MOQARE to elicit specific quality requirements for an imaginary drug advisory system and report our lessons learned. Copyright 2008 ACM.
"Bakota T., Beszédes A., Ferenc R., Gyimóthy T.",Continuous software quality supervision using source inventory and columbus,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349138856&doi=10.1145%2f1370175.1370193&partnerID=40&md5=da38b72dde1093c2ee7dba33829c5806,"Several tools and methods for source code quality assurance based on static analysis finally reached a state when they are applicable in practice and recognized by the industry. However, most of these tools are used in an isolated manner and very rarely as organic parts of the quality assurance process. Furthermore, little or no help is provided in interpreting the outputs of these tools. This paper presents Source Inventory, a system for source code-based software quality assessment and monitoring, which is able to collect, store and present measurement data including metrics, coding problems and other kinds of data like bug numbers and test coverage information. It helps software developers, architects and managers to take control over their software's quality by performing continuous code scans, fault detection, coding style verification, architecture violation detection, and automatic report generation considering metric baselines."
"Nagappan N., Murphy B., Basili V.R.",The influence of organizational structure on software quality: An empirical case study,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049120016&doi=10.1145%2f1368088.1368160&partnerID=40&md5=19360123674f7d87fc739220624c0ad1,"Often software systems are developed by organizations consisting of many teams of individuals working together. Brooks states in the Mythical Man Month book that product quality is strongly affected by organization structure. Unfortunately there has been little empirical evidence to date to substantiate this assertion. In this paper we present a metric scheme to quantify organizational complexity, in relation to the product development process to identify if the metrics impact failure-proneness. In our case study, the organizational metrics when applied to data from Windows Vista were statistically significant predictors of failure-proneness. The precision and recall measures for identifying failure-prone binaries, using the organizational metrics, was significantly higher than using traditional metrics like churn, complexity, coverage, dependencies, and pre-release bug measures that have been used to date to predict failure-proneness. Our results provide empirical evidence that the organizational metrics are related to, and are effective predictors of failure-proneness. Copyright 2008 ACM."
"Rana Z.A., Shamail S., Awais M.M.",Towards a generic model for software quality prediction,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149116564&doi=10.1145%2f1370099.1370108&partnerID=40&md5=a9ab5cf643251f0801b615aacac6c9e5,"Various models and techniques have been proposed and applied in literature for software quality prediction. Specificity of each suggested model is one of the impediments in development of a generic model. A few models have been quality factor specific whereas others are software development paradigm specific. The models can even be company specific or domain specific. The amount of work done for software quality prediction compels the researchers to get benefit from the existing models and develop a relatively generic model. Development of a generic model will facilitate the quality managers by letting them focus on how to improve the quality instead of employing time on deciding which technique best suites their scenario. This paper suggests a generic model which takes software as input and predicts a quality factor value using existing models. This approach captures the specificity of existing models in various dimensions (like quality factor, software development paradigm, and software development life cycle phase etc.), and calculates quality factor value based on the model with higher accuracy. Application of the model has been discussed with the help of an example. Copyright 2008 ACM."
Verner J.M.,Quality software development: What do we need to improve in the software development process?,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049187241&doi=10.1145%2f1370099.1370100&partnerID=40&md5=1bfb947e48d001fb3000933de021ef29,"There are a number of authors who have documented problems with our software development processes. Unrealistic schedules and budgets, with continuing steams of requirements changes lead to projects with a high risk of failure. There is too often only a vague idea of the required solution at the outset of a project and this makes it difficult for estimators and developers. It is commonly accepted that there will be requirements changes throughout the project. This means that managing changes becomes a challenge. Most IT experts agree that failures occur far more often than they should. Most developments are expensive, with a difficult process affected by a series of problems including poor project management, cost and schedule overruns, poor quality software and under-motivated developers. Unfortunately few project post-mortems are conducted, and little understanding is gained from the results of past projects Most project failures are predictable and avoidable, but many project managers cannot identify what success and failure factors are important, early enough to take action. Many factors are described in the literature including project pressures with project stakeholders impacting the cost and quality of the project, organizational structure, communication with customer/users, and amongst customers, developers & users, stakeholder politics, commercial pressures, poor leadership, lack of upper management support and personality conflicts, unrealistic, unarticulated goals, poor user requirements and requirements specification, customer satisfaction; scheduling, project budget, and inaccurate estimates of resources, poor project management, poor reporting of project status, unmanaged risks, inability to handle project complexity, the project management process and tracking tools, sloppy development practices, software development methodologies, use of immature technology, product quality, business processes and resources. There are generally more than 1 or 2 reasons for a project failure which may be caused by a combination of technical, project management and business decisions. Most organizations do not see preventing failure as an urgent matter. Unfortunately, the literature on project failure is based on handful of failed project case studies. Our research is concerned with getting quantitative evidence on aspects contributing to failure. If we know what factors are responsible for failure we can focus on these factors and improve the quality of our development processes for future projects. We also should recognize effects of project failure on development staff. Late projects usually cause long hours of unpaid overtime, loss of motivation, and stress. This then leads to high staff turnover and its associated costs. This research provides an update on prior studies and tests the validity of previously reported anecdotal evidence about project failure factors. We build on previously reported research but our concern is with everyday projects, not the high profile projects normally reported in the newspapers. We collected a set of project data and teased it out to find the main failure factors for a whole group of projects. We first developed a questionnaire targeting software developers' perceptions of practices affecting project outcomes. Our questionnaire was based on extensive discussions with 90+ software developers as well as the literature. The survey included 88 questions organized into sections covering sponsor/senior management, customer/user, requirements, estimation and scheduling, the development process, the project manager and project management, and the development team. We also asked if the project was a success or a failure. The questionnaire was distributed to practitioners from a large U.S. financial institution where each responded by answering it twice. It was then distributed to various companies in North Eastern U.S.A., a number of different Australian companies; and a number of different Chilean organizations; each respondent in the latter groups answered the questionnaire once. We collected data on 304 projects, 70 were failures. Of the failed projects, 49 were in-house and 21 outsourced, 65 were development projects and 5 maintenance projects. The largest project that failed had 180 developers. We examined the data using frequency analyses and as well investigated relationships between the most important factors."
"Liebchen G.A., Shepperd M.",Data sets and data quality in software engineering,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049148158&doi=10.1145%2f1370788.1370799&partnerID=40&md5=21ccb9b70d37e6fc5ca9f6c5aeec640b,"OBJECTIVE - to assess the extent and types of techniques used to manage quality within software engineering data sets. We consider this a particularly interesting question in the context of initiatives to promote sharing and secondary analysis of data sets. METHOD - we perform a systematic review of available empirical software engineering studies. RESULTS - only 23 out of the many hundreds of studies assessed, explicitly considered data quality. CONCLUSIONS - first, the community needs to consider the quality and appropriateness of the data set being utilised; not all data sets are equal. Second, we need more research into means of identifying, and ideally repairing, noisy cases. Third, it should become routine to use sensitivity analysis to assess conclusion stability with respect to the assumptions that must be made concerning noise levels. Copyright 2008 ACM."
"Salvaneschi P., Piazzalunga U.",Engineering models and software quality models: An example and a discussion,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959190479&doi=10.1145%2f1370731.1370741&partnerID=40&md5=d2ce735f0f93bb485210c6ccb9125006,"The paper compares the models used for software quality evaluation to the modelling approach of other engineering fields. The conclusion is that, while large efforts have been devoted to the definition of measurable attributes and related measures, product models specifically developed for measuring quality characteristics are until now not sufficiently explored. We explore the concept of ""quality-oriented specialized product models"" and we claim that this is an important ingredient for an engineering approach to the software quality measurement. We describe an example of this type of models for measuring the security of a specific type of copy protection mechanisms. The model forecasts the amount of time a hypothetical attacker would need to break the protection. Copyright 2008 ACM."
"Blaine J.D., Cleland-Huang J.",Software quality requirements: How to balance competing priorities,2008,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949089293&doi=10.1109%2fMS.2008.46&partnerID=40&md5=92cff91e274c9915234437f2b7b9e83e,"The elicitation, analysis, and specification of quality requirements involve careful balancing of a broad spectrum of competing priorities. Developers must therefore focus on identifying qualities and designing solutions that optimize the product's value to its stakeholders. © 2008 IEEE."
"Chang C.-W., Wu C.-R., Lin H.-L.",Integrating fuzzy theory and hierarchy concepts to evaluate software quality,2008,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149193088&doi=10.1007%2fs11219-007-9035-2&partnerID=40&md5=c0726b7b8745845e0160bf4ff0966f32,"This study proposes a software quality evaluation model and its computing algorithm. Existing software quality evaluation models examine multiple characteristics and are characterized by factorial fuzziness. The relevant criteria of this model are derived from the international norm ISO. The main objective of this paper is to propose a novel Analytic Hierarchy Process (AHP) approach for addressing uncertainty and imprecision in service evaluation during pre-negotiation stages, where comparative judgments of decision makers are represented as fuzzy triangular numbers. A new fuzzy prioritization method, which derives crisp priorities from consistent and inconsistent fuzzy comparison matrices, is proposed. The Fuzzy Analytic Hierarchy Process (FAHP)-based decision-making method can provide decision makers or buyers with a valuable guideline for evaluating software quality. Importantly, the proposed model can aids users and developers in assessing software quality, making it highly applicable for academic and commercial purposes. © 2007 Springer Science+Business Media, LLC."
"Plösch R., Gruber H., Hentschel A., Körner Ch., Pomberger G., Schiffer S., Saft M., Storck S.",The EMISQ method - Expert based evaluation of internal software quality,2007,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749132628&doi=10.1109%2fSEW.2007.71&partnerID=40&md5=cd7975c8b3e6f9fec2a175545c539b15,"Internal software quality, e.g. the quality of code, has great impact on the overall quality of software. Besides well known manual inspection and review techniques more recent approaches utilize tool-based static code for the evaluation of internal software quality. Despite the high potential of static code analyzers the application of tools alone cannot replace well founded expert opinion. Knowledge, experience and fair judgement is indispensable for a valid, reliable quality assessment, which is accepted by software developers and managers. The EMISQ method (Evaluation Method for Internal Software Quality), guides the assessment process for all stakeholders of an evaluation project. The method is supported by a tool that assists evaluators with their analysis and rating tasks and provides support for generating a code quality report. The application of the method in a pilot project has shown its applicability."
"Côté M.-A., Suryn W., Georgiadou E.",In search for a widely applicable and accepted software quality model for software quality engineering,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549049028&doi=10.1007%2fs11219-007-9029-0&partnerID=40&md5=59c39869ee11beea4f39ae055a8804c0,"Software Quality Engineering is an emerging discipline that is concerned with improving the approach to software quality. It is important that this discipline be firmly rooted in a quality model satisfying its needs. In order to define the needs of this discipline, the meaning of quality is broadly defined by reviewing the literature on the subject. Software Quality Engineering needs a quality model that is usable throughout the software lifecycle and that it embraces all the perspectives of quality. The goal of this paper is to propose the characteristics of a quality model suitable for such a purpose, through the comparative evaluation of existing quality models and their respective support for Software Quality Engineering. © 2007 Springer Science+Business Media, LLC."
"Elliott M., Dawson R., Edwards J.",An analysis of software quality management at AWE plc.,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549027018&doi=10.1007%2fs11219-007-9027-2&partnerID=40&md5=fc0cba2f7f72e75b8bc9dec833b08d8b,"A detailed question set is required to test and measure the true extent that a software quality management system is adopted and implemented across a large company like Atomic Weapons Establishment (AWE) plc. The analysis of the gathered data reveals specific topics of weakness that can also reflect the cultural acceptance or resistance that management groups have towards the adoption of quality systems. Having identified detailed problems and barriers, effective strategies and programmes can be deployed to improve the level of implementation and, therefore, the effectiveness of a software quality management system. This paper presents the question set used and the subsequent results obtained from the implementation assessment for 55 software systems at AWE plc. The data is collated into management groups and the associated cultures discussed. The topics of weakness are highlighted together with the very specific actions that are least undertaken. A range of improvement actions is also presented. © 2007 Springer Science+Business Media, LLC."
Aberdour M.,Achieving quality in open-source software,2007,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846917203&doi=10.1109%2fMS.2007.2&partnerID=40&md5=08d47741430e05c8a0ceb015a1f43a04,"The open source software community has published a substantial body of research on OSS quality. Focusing on this peer-reviewed body of work lets us draw conclusions from empirical data rather than rely on the large volume of evangelical opinion that has historically dominated this field. This body of published research has become much more critical and objective in its efforts to understand OSS development, and a consensus has emerged on the key components of high-quality OSS delivery. This article reviews this body of research and draws out lessons learned, investigating how the approaches used to deliver high-quality OSS differ from, and can be incorporated into, closed-source software development. © 2007 IEEE."
"Damm L.-O., Lundberg L.",Using fault slippage measurement for monitoring software process quality during development,2006,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885655995&doi=10.1145%2f1137702.1137707&partnerID=40&md5=a72e3ef2602755e39c97e34a92a563e9,"In a competitive environment where time-to-market is crucial for success, software development companies initiate process improvement programs that can shorten the development time. They especially seek improvements in the verification activities since rework commonly constitutes a significant part of the development cost. However, the success of process improvement initiatives is dependent on early and observable results since a lack of feedback on the effect of improvements is a common cause of failure. This paper investigates how to monitor the verification process as input to decisions such as improvement actions. The suggested approach was applied on three industrial software products at Ericsson and the results determined that the approach can be used for quantitative monitoring of process quality and as decision support to do rapid improvement actions. © 2006 ACM."
"Washizaki H., Kobayashi Y., Watanabe H.",Experiments on quality evaluation of embedded software in Japan robot software design contest,2006,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247114304&partnerID=40&md5=f38f8d7a84c99a1f2ee51e8639582d1c,"As a practical opportunity for educating Japanese young developers in the field of embedded software development, a software design contest involving the design of software to automatically control a line-trace robot, and conduct running performance tests was held. In this paper, we give the results of the contest from the viewpoint of software quality evaluation. We create a framework for evaluating the software quality which integrated design model quality and the final system performance, and conduct analysis using the framework. As a result of analysis, it is found that the quantitative measurement of the structural complexity of the design models bears a strong relationship to qualitative evaluation of the design conducted by judges. It is also found that there is no strong correlation between design model quality evaluated by the judges and the final system performance. For embedded software development, it is particularly important to estimate and verify reliability and performance in the early stages, using the model. Based on the analysis result, we consider possible remedies with respect to the models submitted, the evaluation methods used and the contest specifications. In order to adequately measure several non-functional quality characteristics including performance on the model, it is necessary to improve the way of developing robot software (such as applying model driven development) and reexamine the evaluation methods. Copyright 2006 ACM."
Crispin L.,Driving software quality: How test-driven development impacts software quality,2006,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846907119&doi=10.1109%2fMS.2006.157&partnerID=40&md5=1c6ac14fdd83073f861f9ec5b1e95701,"Recently, software development teams using agile processes have started widely adopting test-driven development. But does TDD really improve software quality? © 2006 IEEE."
"Issac G., Rajendran C., Anantharaman R.N.",An instrument for the measurement of customer perceptions of quality management in the software industry: An empirical study in India,2006,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749595095&doi=10.1007%2fs11219-006-0037-2&partnerID=40&md5=ef13c6f2124ac39949bd868ebb09a2e0,"Most of the available literature on quality management is based on management's perception; few studies examine critical issues of quality management from the customer's perspective, especially in the software industry. In order to gain an insight into what customers expect from a product/service, an analysis of quality management from customer's point of view is essential. Such an understanding would help the managers to adopt strategies that can enhance the satisfaction level of their customers. The present study highlights the critical factors of quality management in the software industry from the customer's perspective. Six critical factors are identified: and an instrument, comprising these factors, is developed and validated so as to measure the customer's perception of quality management in the software industry. © Springer Science + Business Media, LLC 2006."
"Liu F., Noguchi K., Dhungana A., Srirangam A. V.V.N.S.N., Inuganti P.",A quantitative approach for setting technical targets based on impact analysis in software quality function deployment (SQFD),2006,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746875209&doi=10.1007%2fs11219-006-7598-y&partnerID=40&md5=6eecb6909b62121f64d43e6f2daed4c7,"Target setting in software quality function deployment (SQFD) is very important since it is directly related to development of high quality products with high customer satisfaction. However target setting is usually done subjectively in practice, which is not scientific. Two quantitative approaches for setting target values: benchmarking and primitive linear regression have been developed and applied in the past to overcome this problem (Akao and Yoji, 1990). But these approaches cannot be used to assess the impact of unachieved targets on satisfaction of customers for customer requirements. In addition, both of them are based on linear regression and not very practical in many applications. In this paper, we present an innovative quantitative method of setting technical targets in SQFD to enable analysis of impact of unachieved target values on customer satisfaction. It is based on assessment of impact of technical attributes on satisfaction of customer requirements. In addition both linear and non linear regression techniques are utilized in our method, which certainly improves the existing quantitative methods which are based on only linear regression. © Springer Science + Business Media, Inc. 2006."
"Saunders S., Ross M., Staples G., Wellington S.",The software quality challenges of service oriented architectures in e-commerce,2006,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244469280&doi=10.1007%2fs11219-006-6002-2&partnerID=40&md5=4a75561cafd69887db2378a084af2ed1,"Web Services technologies and their supporting collection of de facto standards are now reaching the point of maturity where they are appearing in production software systems. Service Oriented Architectures (SOAs) using Web Services as an enabling technology are also being discussed widely in the IT press. However, despite the numerous and real advantages of these architectural patterns there are still many software quality challenges that remain unresolved. This is particularly true as we consider more advanced architectures that exploit the technology to its maximum advantage: utility computing and on-demand service discovery and composition, grid computing and multi-agent systems will only become pervasive once the software quality challenges of real-world industrial applications have been addressed. In this paper potential quality issues such as performance, reliability and availability are addressed in terms of the quality assurances that might need to be provided to consumers of services. Proposed XML-based Service Level Agreement (SLA) languages are reviewed as a means of providing these quality assurances in machine-readable ways. We also discuss how SLAs might be automatically negotiated to enable automated, on-demand service discovery and composition. The next section of this paper addresses quality issues from a service provider's perspective. The providers of such services will need to ensure that SLA commitments are met and this poses interesting problems in terms of application management. Network quality of service is currently addressed through such means as IntServ and DiffServ. Research proposals to introduce similar techniques at an application level are described. From the service consumer's perspective, interesting research proposals for proactively ensuring that good quality of service is obtained are also reviewed. These could be particularly important for creating confidence, from a consumer's perspective, in these architectures. Finally, the paper evaluates the challenges and suggests areas where further research is most urgently required. © Springer Science + Business Media, Inc. 2006."
"Zuser W., Heil S., Grechenig T.","Software quality development and assurance in RUP, MSF and XP -A comparative study",2005,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885903144&doi=10.1145%2f1083292.1083300&partnerID=40&md5=c47fec6c93dd2cc890ba61b5ce2ab7c1,"The support of software quality in a software development process may be regarded under two aspects: first, by providing techniques, which support the development of high quality software and second, by providing techniques, which assure the required quality attributes in existing artifacts. Both approaches have to be combined to achieve effective and successful software engineering. In this study, we compare three of the most industrially relevant software development process models (Rational Unified Process (RUP), Microsoft Solution Framework (MSF) and Extreme Programming (XP)) regarding their software quality support in terms of software quality development and software quality assurance. Based on the results we propose a de-facto standard for quality support in software development process models. © 2005 ACM."
"Nagappan N., Williams L., Vouk M., Osborne J.",Early estimation of software quality using in-process testing metrics: A controlled case study,2005,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955433687&doi=10.1145%2f1083292.1083304&partnerID=40&md5=c3b21a87b407b65539153ab3017b0eda,"In industrial practice, information on post-release field quality of a product tends to become available too late in the software development process to affordably guide corrective actions. An important step towards remediation of this problem of late information lies in the ability to provide an early estimation of software post-release field quality. This paper presents the use of a suite of in-process metrics that leverages the software testing effort to provide (1) an estimation of potential software field quality in early software development phases, and (2) the identification of low quality software programs. A controlled case study conducted at North Carolina State University provides initial indication that our approach is effective for making an early assessment of post-release field quality. © 2005 ACM."
"Dahlgren T.L., Devanbu P.T.",Improving scientific software component quality through assertions,2005,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954433188&doi=10.1145%2f1145319.1145341&partnerID=40&md5=3e2d8e96ab9ab9d7e44210eba3b18e87,"We are proposing research on self-adaptive interface assertion enforcement for the purposes of improving scientific software component quality. Demonstrating software correctness through assertions is a well-known technique for quality improvement. However, the performance penalty is often considered too high for deployment. In order to determine if partial enforcement based on adaptive sampling is a viable solution in performance critical environments, we are pursuing research on mechanisms combining static and dynamic analyses to efficiently maximize assertion checking within performance constraints. This paper gives an overview of our initial experiments, current work, and plans. Copyright 2005 ACM."
"Ai-Naeem T., Gorton I., Babar M.A., Rabhi F., Benatallah B.",A quality-driven systematic approach for architecting distributed software applications,2005,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844611786&doi=10.1109%2fICSE.2005.1553567&partnerID=40&md5=d9d66cc9571f050d6c26a07b5da85575,"Architecting distributed software applications is a complex design activity. It involves making decisions about a number of inter-dependent design choices that relate to a range of design concerns. Each decision requires selecting among a number of alternatives; each of which impacts differently on various quality attributes. Additionally, there are usually a number of stakeholders participating in the decision-making process with different, often conflicting, quality goals, and project constraints, such as cost and schedule. To facilitate the architectural design process, we propose a quantitative quality-driven approach that attempts to find the best possible fit between conflicting stakeholders' quality goals, competing architectural concerns, and project constraints. The approach uses optimization techniques to recommend the optimal candidate architecture. Applicability of the proposed approach is assessed using a real system. Copyright 2005 ACM."
"Hayes J.H., Dekhtyar A., Sundaram S.K.",Improving after-the-fact tracing and mapping: Supporting software quality predictions,2005,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28244483794&doi=10.1109%2fMS.2005.156&partnerID=40&md5=6f24ea0c002df6aa604fe6e755d947a6,"The requirements traceability matrix can successfully predict quality before code is written. However, its tedious development process, requiring analysts to manually discover and vet links between artifact levels, has stymied widespread adoption. The authors' tracing toolkit, called Retro (Requirements Tracing on Target), automates the information retrieval process, making RTM's development easier. Backed by empirical results, the authors describe Retro's advantages over other information retrieval approaches. © 2005 IEEE."
"Khoshgoftaar T.M., Seliya N., Gao K.",Assessment of a new three-group software quality classification technique: An empirical case study,2005,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444406700&doi=10.1007%2fs10664-004-6191-x&partnerID=40&md5=bfb565d9885eb916cf2e87505de6380f,"An innovation method that circumvents the complexities, computational overhead, and difficulties involved in calibrating pure or direct three-group classification models was presented. Practioners can utilize an existing two-group classification algorithm thrice in order to yield the three risk-based classes with the application of the proposed method. An empirical approach was taken to investigate the effectiveness and validity of the proposed methodology. It was observed that the expected cost of miscalculation of the proposed three-group models were significantly better when compared to the technique's direct three-group model."
"Amasaki S., Yoshitomi T., Mizuno O., Takagi Y., Kikuno T.",A new challenge for applying time series metrics data to software quality estimation,2005,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244398924&doi=10.1007%2fs11219-005-6216-8&partnerID=40&md5=7d8a24827413547c00fbf8fd55b95279,"In typical software development, a software reliability growth model (SRGM) is applied in each testing activity to determine the time to finish the testing. However, there are some cases in which the SRGM does not work correctly. That is, the SRGM sometimes mistakes quality for poor quality products. In order to tackle this problem, we focussed on the trend of time series data of software defects among successive testing phases and tried to estimate software quality using the trend. First, we investigate the characteristics of the time series data on the detected faults by observing the change of the number of detected faults. Using the rank correlation coefficient, the data are classified into four kinds of trends. Next, with the intention of estimating software quality, we investigate the relationship between the trends of the time series data and software quality. Here, software quality is defined by the number of faults detected during six months after shipment. Finally, we find a relationship between the trends and metrics data collected in the software design phase. Using logistic regression, we statistically show that two review metrics in the design and coding phase can determine the trend. © 2005 Springer Science + Business Media, Inc."
"Côté M.-A., Suryn W., Laporte C.Y., Martin R.A.",The evolution path for industrial software quality evaluation methods applying ISO/IEC 9126:2001 quality model: Example of MITRE's SQAE method,2005,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444388547&doi=10.1007%2fs11219-004-5259-6&partnerID=40&md5=09ec05c221610b4c799ab6111def6568,"This paper examines how the industrial applicability of both ISO/IEC 9126:2001 and MITRE Corporation's Software Quality Assessment Exercise (SQAE) can be bolstered by migrating SQAE's quality model to ISO/IEC 9126:2001. The migration of the quality model is accomplished through the definition of an abstraction layer. The consolidated quality model is examined and further improvements to enrich the assessment of quality are enumerated. © 2005 Springer Science + Business Media, Inc."
Mäntylä M.V.,Developing new approaches for software design quality improvement based on subjective evaluations,2004,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544373235&partnerID=40&md5=aeec638bf82ac49e0dcf3c4a916872b9,This research abstract presents two approaches for utilizing the developers' subjective design quality evaluations during the software lifecycle. In process-based approach developers study and improve their system's structure at fixed intervals. Tool-based approach uses subjective evaluations as input to tool analysis. These approaches or their combination are expected to improve software design and promote organizational learning about software design.
"Jung H.-W., Kim S.-O., Chung C.-S.",Measuring software product quality: A survey of ISO/IEC 9126,2004,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644328140&doi=10.1109%2fMS.2004.1331309&partnerID=40&md5=806cc089be00baf45f49985bf0cd1cdd,"A user survey was carried out to evaluate empirically ISO/IEC 9126's dimensionality, or the classification of characteristics, and internal- consistency reliability. In the survey, users evaluated their satisfaction concerning the quality of a packaged software product according to the criteria of ISO/IEC 9126's subcharacteristics. Overall, results reveal ambiguities in the way that ISO/IEC 9126 is structured in terms of characteristics and subcharacteristics."
