Authors,Title,Year,Source title,Link,Abstract
"Paech B., Wetter T.",Rational quality requirements for medical software,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349160287&doi=10.1145%2f1368088.1368176&partnerID=40&md5=ee7159688c9ff44dfeee64f309aa9661,In this paper we discuss the challenges of software quality for medical software and present some ideas for improving medical software quality requirements through software engineering methods. We apply the quality requirements engineering method MOQARE to elicit specific quality requirements for an imaginary drug advisory system and report our lessons learned. Copyright 2008 ACM.
"Bakota T., Beszédes A., Ferenc R., Gyimóthy T.",Continuous software quality supervision using source inventory and columbus,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349138856&doi=10.1145%2f1370175.1370193&partnerID=40&md5=da38b72dde1093c2ee7dba33829c5806,"Several tools and methods for source code quality assurance based on static analysis finally reached a state when they are applicable in practice and recognized by the industry. However, most of these tools are used in an isolated manner and very rarely as organic parts of the quality assurance process. Furthermore, little or no help is provided in interpreting the outputs of these tools. This paper presents Source Inventory, a system for source code-based software quality assessment and monitoring, which is able to collect, store and present measurement data including metrics, coding problems and other kinds of data like bug numbers and test coverage information. It helps software developers, architects and managers to take control over their software's quality by performing continuous code scans, fault detection, coding style verification, architecture violation detection, and automatic report generation considering metric baselines."
Xu L.,MODA-multiple objective decision analysis: Balancing quality attributes in software architectures,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349090690&doi=10.1145%2f1370175.1370227&partnerID=40&md5=6444d6defb9d3e2651eb99a04094afef,"A high-quality software architecture facilitates in developing a high quality software-intensive system. To design such architecture, the architect must consider multiple stakeholders' inconsistent, contradictory, and partially understood objectives, and balance the myriad tradeoffs among them. Our approach proposes to balance quality attributes in software architectures by identify the important-yet-to-be-addressed quality attributes during the design process and provide architecture analysis methods to help compare the resulting architecture candidates with respect to required quality attributes."
"Nagappan N., Murphy B., Basili V.R.",The influence of organizational structure on software quality: An empirical case study,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049120016&doi=10.1145%2f1368088.1368160&partnerID=40&md5=19360123674f7d87fc739220624c0ad1,"Often software systems are developed by organizations consisting of many teams of individuals working together. Brooks states in the Mythical Man Month book that product quality is strongly affected by organization structure. Unfortunately there has been little empirical evidence to date to substantiate this assertion. In this paper we present a metric scheme to quantify organizational complexity, in relation to the product development process to identify if the metrics impact failure-proneness. In our case study, the organizational metrics when applied to data from Windows Vista were statistically significant predictors of failure-proneness. The precision and recall measures for identifying failure-prone binaries, using the organizational metrics, was significantly higher than using traditional metrics like churn, complexity, coverage, dependencies, and pre-release bug measures that have been used to date to predict failure-proneness. Our results provide empirical evidence that the organizational metrics are related to, and are effective predictors of failure-proneness. Copyright 2008 ACM."
"Rana Z.A., Shamail S., Awais M.M.",Towards a generic model for software quality prediction,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149116564&doi=10.1145%2f1370099.1370108&partnerID=40&md5=a9ab5cf643251f0801b615aacac6c9e5,"Various models and techniques have been proposed and applied in literature for software quality prediction. Specificity of each suggested model is one of the impediments in development of a generic model. A few models have been quality factor specific whereas others are software development paradigm specific. The models can even be company specific or domain specific. The amount of work done for software quality prediction compels the researchers to get benefit from the existing models and develop a relatively generic model. Development of a generic model will facilitate the quality managers by letting them focus on how to improve the quality instead of employing time on deciding which technique best suites their scenario. This paper suggests a generic model which takes software as input and predicts a quality factor value using existing models. This approach captures the specificity of existing models in various dimensions (like quality factor, software development paradigm, and software development life cycle phase etc.), and calculates quality factor value based on the model with higher accuracy. Application of the model has been discussed with the help of an example. Copyright 2008 ACM."
Verner J.M.,Quality software development: What do we need to improve in the software development process?,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049187241&doi=10.1145%2f1370099.1370100&partnerID=40&md5=1bfb947e48d001fb3000933de021ef29,"There are a number of authors who have documented problems with our software development processes. Unrealistic schedules and budgets, with continuing steams of requirements changes lead to projects with a high risk of failure. There is too often only a vague idea of the required solution at the outset of a project and this makes it difficult for estimators and developers. It is commonly accepted that there will be requirements changes throughout the project. This means that managing changes becomes a challenge. Most IT experts agree that failures occur far more often than they should. Most developments are expensive, with a difficult process affected by a series of problems including poor project management, cost and schedule overruns, poor quality software and under-motivated developers. Unfortunately few project post-mortems are conducted, and little understanding is gained from the results of past projects Most project failures are predictable and avoidable, but many project managers cannot identify what success and failure factors are important, early enough to take action. Many factors are described in the literature including project pressures with project stakeholders impacting the cost and quality of the project, organizational structure, communication with customer/users, and amongst customers, developers & users, stakeholder politics, commercial pressures, poor leadership, lack of upper management support and personality conflicts, unrealistic, unarticulated goals, poor user requirements and requirements specification, customer satisfaction; scheduling, project budget, and inaccurate estimates of resources, poor project management, poor reporting of project status, unmanaged risks, inability to handle project complexity, the project management process and tracking tools, sloppy development practices, software development methodologies, use of immature technology, product quality, business processes and resources. There are generally more than 1 or 2 reasons for a project failure which may be caused by a combination of technical, project management and business decisions. Most organizations do not see preventing failure as an urgent matter. Unfortunately, the literature on project failure is based on handful of failed project case studies. Our research is concerned with getting quantitative evidence on aspects contributing to failure. If we know what factors are responsible for failure we can focus on these factors and improve the quality of our development processes for future projects. We also should recognize effects of project failure on development staff. Late projects usually cause long hours of unpaid overtime, loss of motivation, and stress. This then leads to high staff turnover and its associated costs. This research provides an update on prior studies and tests the validity of previously reported anecdotal evidence about project failure factors. We build on previously reported research but our concern is with everyday projects, not the high profile projects normally reported in the newspapers. We collected a set of project data and teased it out to find the main failure factors for a whole group of projects. We first developed a questionnaire targeting software developers' perceptions of practices affecting project outcomes. Our questionnaire was based on extensive discussions with 90+ software developers as well as the literature. The survey included 88 questions organized into sections covering sponsor/senior management, customer/user, requirements, estimation and scheduling, the development process, the project manager and project management, and the development team. We also asked if the project was a success or a failure. The questionnaire was distributed to practitioners from a large U.S. financial institution where each responded by answering it twice. It was then distributed to various companies in North Eastern U.S.A., a number of different Australian companies; and a number of different Chilean organizations; each respondent in the latter groups answered the questionnaire once. We collected data on 304 projects, 70 were failures. Of the failed projects, 49 were in-house and 21 outsourced, 65 were development projects and 5 maintenance projects. The largest project that failed had 180 developers. We examined the data using frequency analyses and as well investigated relationships between the most important factors."
[No author name available],"30th International Conference on Software Engineering, ICSE 2008 Co-located Workshops -Proceedings of the 6th International Workshop on Software Quality, WoSQ'08",2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049182572&partnerID=40&md5=35f9943dd9179267b86346fb2ac4833c,The proceedings contains 11 papers. The topics discussed include: developing a SSE-CMM-based security risk assessment process for patient-centered healthcare systems; an approach for continuous inspection of source code; quality software development: what do we need to improve in the software development process; investigating test-and-fix processes of incremental development using hybrid process simulation; managing quality requirements using activity-based quality models; towards a generic model for software quality prediction; cultural influences and differences in software process improvement programs; a QoS-based service acquisition model for IS services; an effort and time based measure of usability; a metric-based approach for reconstructing methods in object-oriented systems; and ontology-supported quality assurance for component-based systems configuration.
"Liebchen G.A., Shepperd M.",Data sets and data quality in software engineering,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049148158&doi=10.1145%2f1370788.1370799&partnerID=40&md5=21ccb9b70d37e6fc5ca9f6c5aeec640b,"OBJECTIVE - to assess the extent and types of techniques used to manage quality within software engineering data sets. We consider this a particularly interesting question in the context of initiatives to promote sharing and secondary analysis of data sets. METHOD - we perform a systematic review of available empirical software engineering studies. RESULTS - only 23 out of the many hundreds of studies assessed, explicitly considered data quality. CONCLUSIONS - first, the community needs to consider the quality and appropriateness of the data set being utilised; not all data sets are equal. Second, we need more research into means of identifying, and ideally repairing, noisy cases. Third, it should become routine to use sensitivity analysis to assess conclusion stability with respect to the assumptions that must be made concerning noise levels. Copyright 2008 ACM."
"Jiang Y., Cukic B., Menzies T., Bartlow N.",Comparing design and code metrics for software quality prediction,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049102518&doi=10.1145%2f1370788.1370793&partnerID=40&md5=e1a7033a8f154fc71b285c17442b9526,"The prediction of fault-prone modules continues to attract interest due to the significant impact it has on software quality assurance. One of the most important goals of such techniques is to accurately predict the modules where faults are likely to hide as early as possible in the development lifecycle. Design, code, and most recently, requirements metrics have been successfully used for predicting fault-prone modules. The goal of this paper is to compare the performance of predictive models which use design-level metrics with those that use code-level metrics and those that use both. We analyze thirteen datasets from NASA Metrics Data Program which offer design as well as code metrics. Using a range of modeling techniques and statistical significance tests, we confirmed that models built from code metrics typically outperform design metrics based models. However, both types of models prove to be useful as they can be constructed in different project phases. Code-based models can be used to increase the performance of design-level models and, thus, increase the efficiency of assigning verification and validation activities late in the development lifecycle. We also conclude that models that utilize a combination of design and code level metrics outperform models which use either one or the other metric set. Copyright 2008 ACM."
"Salvaneschi P., Piazzalunga U.",Engineering models and software quality models: An example and a discussion,2008,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959190479&doi=10.1145%2f1370731.1370741&partnerID=40&md5=d2ce735f0f93bb485210c6ccb9125006,"The paper compares the models used for software quality evaluation to the modelling approach of other engineering fields. The conclusion is that, while large efforts have been devoted to the definition of measurable attributes and related measures, product models specifically developed for measuring quality characteristics are until now not sufficiently explored. We explore the concept of ""quality-oriented specialized product models"" and we claim that this is an important ingredient for an engineering approach to the software quality measurement. We describe an example of this type of models for measuring the security of a specific type of copy protection mechanisms. The model forecasts the amount of time a hypothetical attacker would need to break the protection. Copyright 2008 ACM."
"Acuña S.T., Gómez M., Juristo N.",Towards understanding the relationship between team climate and software quality-a quasi-experimental study,2008,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55049096702&doi=10.1007%2fs10664-008-9074-8&partnerID=40&md5=b48d87e55acf2faf68bbc82597a454db,"This paper describes an empirical study that examined the work climate within software development teams. The question was whether the team climate in software developer teams has any relation to software product quality. We define team climate as the shared perceptions of the team's work procedures and practices. The team climate factors examined were West and Anderson's participative safety, support for innovation, team vision and task orientation. These four factors were measured before the project using the Team Selection Inventory (TSI) test to establish subject climate preferences, as well as during and after the project using the Team Climate Inventory (TCI) test, which establishes the subject's perceptions of the climate. In this quasi-experimental study, data were collected from a sample of 35 three-member developer teams in an academic setting. These teams were formed at random and their members were blind to the quasi-experimental conditions and hypotheses. All teams used an adaptation of extreme programming (XP) to the students' environment to develop the same software system. We found that high team vision preferences and high participative safety perceptions of the team were significantly related to better software. Additionally, the results show that there is a positive relationship between the categorization of better than preferred, as preferred and worse than preferred climate and software quality for two of the teamwork climate factors: participative safety and team vision. So it seems important to track team climate in an organization and team as one (of many) indicators of the quality of the software to be delivered. © 2008 Springer Science+Business Media, LLC."
"Moses J., Farrow M.",Tests for consistent measurement of external subjective software quality attributes,2008,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649113885&doi=10.1007%2fs10664-007-9058-0&partnerID=40&md5=a1bfb8aa7d47a4b4e4c7b1a4f8341d92,"One reason that researchers may wish to demonstrate that an external software quality attribute can be measured consistently is so that they can validate a prediction system for the attribute. However, attempts at validating prediction systems for external subjective quality attributes have tended to rely on experts indicating that the values provided by the prediction systems informally agree with the experts' intuition about the attribute. These attempts are undertaken without a pre-defined scale on which it is known that the attribute can be measured consistently. Consequently, a valid unbiased estimate of the predictive capability of the prediction system cannot be given because the experts' measurement process is not independent of the prediction system's values. Usually, no justification is given for not checking to see if the experts can measure the attribute consistently. It seems to be assumed that: subjective measurement isn't proper measurement or subjective measurement cannot be quantified or no one knows the true values of the attributes anyway and they cannot be estimated. However, even though the classification of software systems' or software artefacts' quality attributes is subjective, it is possible to quantify experts' measurements in terms of conditional probabilities. It is then possible, using a statistical approach, to assess formally whether the experts' measurements can be considered consistent. If the measurements are consistent, it is also possible to identify estimates of the true values, which are independent of the prediction system. These values can then be used to assess the predictive capability of the prediction system. In this paper we use Bayesian inference, Markov chain Monte Carlo simulation and missing data imputation to develop statistical tests for consistent measurement of subjective ordinal scale attributes. © 2007 Springer Science+Business Media, LLC."
"Janzen D.S., Saiedian H.",Does test-driven development really improve software design quality?,2008,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949159801&doi=10.1109%2fMS.2008.34&partnerID=40&md5=e4f44d30c811dcb1073381935702166f,"Test-driven development (TDD) is first and foremost a design practice. The question is, ""How good are the resulting designs?"" Advocates claim that TDD produces code that is simpler, more cohesive, and less coupled than code developed in a more traditional test-last way. Sounds good, but is it true? We collected evidence to substantiate or question the claims regarding TDD's influence on software. We focused on internal software quality that is, design and code characteristics such as code complexity, size, coupling, and cohesion. We conducted three quasicontrolled experiments and one case study in a Fortune 500 company and another two quasicontrolled experiments with university students in undergraduate and graduate software engineering courses. We evaluated 24 student and professional programmers working on 21 software projects ranging in size from a few hundred to over 30,000 lines of code. The results indicate that TDD programmers tend to write software modules that are smaller, less complex, and more highly tested than modules produced by their test-last counterparts. However, the results didn't support claims for lower coupling and increased cohesion with TDD. © 2008 IEEE."
"Blaine J.D., Cleland-Huang J.",Software quality requirements: How to balance competing priorities,2008,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949089293&doi=10.1109%2fMS.2008.46&partnerID=40&md5=92cff91e274c9915234437f2b7b9e83e,"The elicitation, analysis, and specification of quality requirements involve careful balancing of a broad spectrum of competing priorities. Developers must therefore focus on identifying qualities and designing solutions that optimize the product's value to its stakeholders. © 2008 IEEE."
Bieman J.M.,Software Quality Journal: In this issue,2008,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349178394&doi=10.1007%2fs11219-008-9057-4&partnerID=40&md5=b4111493610f0828e6f0330e7b6bd9ba,[No abstract available]
"Chang C.-W., Wu C.-R., Lin H.-L.",Integrating fuzzy theory and hierarchy concepts to evaluate software quality,2008,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149193088&doi=10.1007%2fs11219-007-9035-2&partnerID=40&md5=c0726b7b8745845e0160bf4ff0966f32,"This study proposes a software quality evaluation model and its computing algorithm. Existing software quality evaluation models examine multiple characteristics and are characterized by factorial fuzziness. The relevant criteria of this model are derived from the international norm ISO. The main objective of this paper is to propose a novel Analytic Hierarchy Process (AHP) approach for addressing uncertainty and imprecision in service evaluation during pre-negotiation stages, where comparative judgments of decision makers are represented as fuzzy triangular numbers. A new fuzzy prioritization method, which derives crisp priorities from consistent and inconsistent fuzzy comparison matrices, is proposed. The Fuzzy Analytic Hierarchy Process (FAHP)-based decision-making method can provide decision makers or buyers with a valuable guideline for evaluating software quality. Importantly, the proposed model can aids users and developers in assessing software quality, making it highly applicable for academic and commercial purposes. © 2007 Springer Science+Business Media, LLC."
Bieman J.,Software Quality Journal: In this issue,2008,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149170671&doi=10.1007%2fs11219-007-9044-1&partnerID=40&md5=0cc5f3067ab108d74ecde38c70b196e9,[No abstract available]
"Plösch R., Gruber H., Hentschel A., Körner Ch., Pomberger G., Schiffer S., Saft M., Storck S.",The EMISQ method - Expert based evaluation of internal software quality,2007,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749132628&doi=10.1109%2fSEW.2007.71&partnerID=40&md5=cd7975c8b3e6f9fec2a175545c539b15,"Internal software quality, e.g. the quality of code, has great impact on the overall quality of software. Besides well known manual inspection and review techniques more recent approaches utilize tool-based static code for the evaluation of internal software quality. Despite the high potential of static code analyzers the application of tools alone cannot replace well founded expert opinion. Knowledge, experience and fair judgement is indispensable for a valid, reliable quality assessment, which is accepted by software developers and managers. The EMISQ method (Evaluation Method for Internal Software Quality), guides the assessment process for all stakeholders of an evaluation project. The method is supported by a tool that assists evaluators with their analysis and rating tasks and provides support for generating a code quality report. The application of the method in a pilot project has shown its applicability."
"Mohagheghi P., Conradi R.","Quality, productivity and economic benefits of software reuse: A review of industrial studies",2007,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748858031&doi=10.1007%2fs10664-007-9040-x&partnerID=40&md5=2adcaf8b331cfb2c91a7fb2e58c551ab,"Systematic software reuse is proposed to increase productivity and software quality and lead to economic benefits. Reports of successful software reuse programs in industry have been published. However, there has been little effort to organize the evidence systematically and appraise it. This review aims to assess the effects of software reuse in industrial contexts. Journals and major conferences between 1994 and 2005 were searched to find observational studies and experiments conducted in industry, returning eleven papers of observational type. Systematic software reuse is significantly related to lower problem (defect, fault or error) density in five studies and to decreased effort spent on correcting problems in three studies. The review found evidence for significant gains in apparent productivity in three studies. Other significant benefits of software reuse were reported in single studies or the results were inconsistent. Evidence from industry is sparse and combining results was done by vote-counting. Researchers should pay more attention to using comparable metrics, performing longitudinal studies, and explaining the results and impact on industry. For industry, evaluating reuse of COTS or OSS components, integrating reuse activities in software processes, better data collection and evaluating return on investment are major challenges. © 2007 Springer Science+Business Media, LLC."
"Boehm B., Chulani S., Verner J., Wong B.",Fifth workshop on software quality,2007,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548791728&doi=10.1109%2fICSECOMPANION.2007.38&partnerID=40&md5=63ebdbfeb251f527ff4d0a29830b30ae,"Cost, schedule and quality are highly correlated factors in software development. They basically form three sides of the same triangle. Beyond a certain point (the ""Quality is Free"" point), it is difficult to increase the quality without increasing either cost or schedule or both for the software under development. As products and applications mature, users expect higher quality products. They want IT organizations to be responsible and accountable for the quality claims made by the product marketing teams. In the last couple decades, much software engineering research has focussed on standards, methodologies and techniques for improving software quality, measuring software quality and software quality assurance. Most of this research is focused on the internal/development view of quality. More recent studies done in conjunction with the marketing groups have made attempts to understand the customer view of quality. All of these different ongoing activities to understand quality from the various perspectives have made the field even more enriching and exciting. The Fifth Workshop on Software Quality aims to bring together academic, industrial and commercial communities interested in software quality topics to discuss the different technologies being defined and used in the software quality area. © 2007 IEEE."
"Salehie M., Tahvildari L.",A quality-driven approach to enable decision-making in self-adaptive software,2007,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548704832&doi=10.1109%2fICSECOMPANION.2007.13&partnerID=40&md5=c8622867b7e14ff79acaa872305c9c23,"Self-adaptive software is a closed-loop system aims at altering itself in response to changes at runtime. Such a system, normally, requires monitoring, detecting (analyzing), deciding (planning), and acting (effecting) processes to fulfill adaptation requirements. This research mainly focuses on developing a quality-driven framework to facilitate realizing the deciding process. The framework is required to capture goals of adaptation, utility information, and domain characteristics in a knowledge-base. © 2007 IEEE."
"Counsell S., Loizou G., Najjar R.",Quality of manual data collection in Java software: An empirical investigation,2007,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248576137&doi=10.1007%2fs10664-006-9028-y&partnerID=40&md5=e2ff6ed003ae362c2ef5b4a4fc7fb44e,"Data collection, both automatic and manual, lies at the heart of all empirical studies. The quality of data collected from software informs decisions on maintenance, testing and wider issues such as the need for system re-engineering. While of the two types stated, automatic data collection is preferable, there are numerous occasions when manual data collection is unavoidable. Yet, very little evidence exists to assess the error-proneness of the latter. Herein, we investigate the extent to which manual data collection for Java software compared with its automatic counterpart for the same data. We investigate three hypotheses relating to the difference between automated and manual data collection. Five Java systems were used to support our investigation. Results showed that, as expected, manual data collection was error-prone, but nowhere near the extent we had initially envisaged. Key indicators of mistakes in manual data collection were found to be poor developer coding style, poor adherence to sound OO coding principles, and the existence of relatively large classes in some systems. Some interesting results were found relating to the collection of public class features and the types of error made during manual data collection. The study thus offers an insight into some of the typical problems associated with collecting data manually; more significantly, it highlights the problems that poorly written systems have on the quality of visually extracted data. © Springer Science+Business Media, LLC 2007."
"Côté M.-A., Suryn W., Georgiadou E.",In search for a widely applicable and accepted software quality model for software quality engineering,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549049028&doi=10.1007%2fs11219-007-9029-0&partnerID=40&md5=59c39869ee11beea4f39ae055a8804c0,"Software Quality Engineering is an emerging discipline that is concerned with improving the approach to software quality. It is important that this discipline be firmly rooted in a quality model satisfying its needs. In order to define the needs of this discipline, the meaning of quality is broadly defined by reviewing the literature on the subject. Software Quality Engineering needs a quality model that is usable throughout the software lifecycle and that it embraces all the perspectives of quality. The goal of this paper is to propose the characteristics of a quality model suitable for such a purpose, through the comparative evaluation of existing quality models and their respective support for Software Quality Engineering. © 2007 Springer Science+Business Media, LLC."
"Elliott M., Dawson R., Edwards J.",An analysis of software quality management at AWE plc.,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549027018&doi=10.1007%2fs11219-007-9027-2&partnerID=40&md5=fc0cba2f7f72e75b8bc9dec833b08d8b,"A detailed question set is required to test and measure the true extent that a software quality management system is adopted and implemented across a large company like Atomic Weapons Establishment (AWE) plc. The analysis of the gathered data reveals specific topics of weakness that can also reflect the cultural acceptance or resistance that management groups have towards the adoption of quality systems. Having identified detailed problems and barriers, effective strategies and programmes can be deployed to improve the level of implementation and, therefore, the effectiveness of a software quality management system. This paper presents the question set used and the subsequent results obtained from the implementation assessment for 55 software systems at AWE plc. The data is collated into management groups and the associated cultures discussed. The topics of weakness are highlighted together with the very specific actions that are least undertaken. A range of improvement actions is also presented. © 2007 Springer Science+Business Media, LLC."
"Seliya N., Khoshgoftaar T.M.",Software quality estimation with limited fault data: a semi-supervised learning perspective,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548214178&doi=10.1007%2fs11219-007-9013-8&partnerID=40&md5=7919e64dbb098696d70728d20d646820,"We addresses the important problem of software quality analysis when there is limited software fault or fault-proneness data. A software quality model is typically trained using software measurement and fault data obtained from a previous release or similar project. Such an approach assumes that fault data is available for all the training modules. Various issues in software development may limit the availability of fault-proneness data for all the training modules. Consequently, the available labeled training dataset is such that the trained software quality model may not provide predictions. More specifically, the small set of modules with known fault-proneness labels is not sufficient for capturing the software quality trends of the project. We investigate semi-supervised learning with the Expectation Maximization (EM) algorithm for software quality estimation with limited fault-proneness data. The hypothesis is that knowledge stored in software attributes of the unlabeled program modules will aid in improving software quality estimation. Software data collected from a large NASA software project is used during the semi-supervised learning process. The software quality model is evaluated with multiple test datasets collected from other NASA software projects. Compared to software quality models trained only with the available set of labeled program modules, the EM-based semi-supervised learning scheme improves generalization performance of the software quality models. © 2007 Springer Science+Business Media, LLC."
"Reformat M., Zhang D.","Introduction to the special issue on: ""Software Quality Improvements and Estimations with Intelligence-based Methods""",2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548213195&doi=10.1007%2fs11219-007-9015-6&partnerID=40&md5=f0a5dea3872aa8c7f1065ac6b33c1f38,[No abstract available]
Aberdour M.,Achieving quality in open-source software,2007,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846917203&doi=10.1109%2fMS.2007.2&partnerID=40&md5=08d47741430e05c8a0ceb015a1f43a04,"The open source software community has published a substantial body of research on OSS quality. Focusing on this peer-reviewed body of work lets us draw conclusions from empirical data rather than rely on the large volume of evangelical opinion that has historically dominated this field. This body of published research has become much more critical and objective in its efforts to understand OSS development, and a consensus has emerged on the key components of high-quality OSS delivery. This article reviews this body of research and draws out lessons learned, investigating how the approaches used to deliver high-quality OSS differ from, and can be incorporated into, closed-source software development. © 2007 IEEE."
Bieman J.,Software Quality Journal: In this issue,2007,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846846697&doi=10.1007%2fs11219-006-9003-2&partnerID=40&md5=7a2597b5ea89b728964fa5ccaa7477b4,[No abstract available]
"Damm L.-O., Lundberg L.",Using fault slippage measurement for monitoring software process quality during development,2006,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885655995&doi=10.1145%2f1137702.1137707&partnerID=40&md5=a72e3ef2602755e39c97e34a92a563e9,"In a competitive environment where time-to-market is crucial for success, software development companies initiate process improvement programs that can shorten the development time. They especially seek improvements in the verification activities since rework commonly constitutes a significant part of the development cost. However, the success of process improvement initiatives is dependent on early and observable results since a lack of feedback on the effect of improvements is a common cause of failure. This paper investigates how to monitor the verification process as input to decisions such as improvement actions. The suggested approach was applied on three industrial software products at Ericsson and the results determined that the approach can be used for quantitative monitoring of process quality and as decision support to do rapid improvement actions. © 2006 ACM."
[No author name available],"Proceedings of the 2006 International Workshop on Software Quality, WoSQ 2006, Co-Located with the 28th International Conference on Software Engineering, ICSE 2006",2006,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885606336&partnerID=40&md5=6757b12d386eccd426fb2bc758294ace,The proceedings contain 13 papers. The topics discussed include: a risk management capability model for use in medical device companies; extending the ISO/IEC 9126-1 quality model with non-technical factors for COTS components selection; using fault slippage measurement for monitoring software process quality during development; demystifying maintainability; accessibility validation with RAVEN; quality gates in use-case driven development; an exploratory study of process enactment as input to software process improvement; revisiting the problem of using problem reports for quality assessment; toward effective deployment of design patterns for software extension: a case study; optimal release time: numbers or intuition?; a methodology to support software release decisions; modelling the quality economics of defect-detection techniques; and exploring robust component-based software.
"Washizaki H., Kobayashi Y., Watanabe H.",Experiments on quality evaluation of embedded software in Japan robot software design contest,2006,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247114304&partnerID=40&md5=f38f8d7a84c99a1f2ee51e8639582d1c,"As a practical opportunity for educating Japanese young developers in the field of embedded software development, a software design contest involving the design of software to automatically control a line-trace robot, and conduct running performance tests was held. In this paper, we give the results of the contest from the viewpoint of software quality evaluation. We create a framework for evaluating the software quality which integrated design model quality and the final system performance, and conduct analysis using the framework. As a result of analysis, it is found that the quantitative measurement of the structural complexity of the design models bears a strong relationship to qualitative evaluation of the design conducted by judges. It is also found that there is no strong correlation between design model quality evaluated by the judges and the final system performance. For embedded software development, it is particularly important to estimate and verify reliability and performance in the early stages, using the model. Based on the analysis result, we consider possible remedies with respect to the models submitted, the evaluation methods used and the contest specifications. In order to adequately measure several non-functional quality characteristics including performance on the model, it is necessary to improve the way of developing robot software (such as applying model driven development) and reexamine the evaluation methods. Copyright 2006 ACM."
Crispin L.,Driving software quality: How test-driven development impacts software quality,2006,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846907119&doi=10.1109%2fMS.2006.157&partnerID=40&md5=1c6ac14fdd83073f861f9ec5b1e95701,"Recently, software development teams using agile processes have started widely adopting test-driven development. But does TDD really improve software quality? © 2006 IEEE."
"Stribrny S., Mackin F.B.",When politics overshadow software quality,2006,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947159608&doi=10.1109%2fMS.2006.145&partnerID=40&md5=efd69ad30a6b1779e58e786a4cf725fa,"Management, pressure from corporate headquarters and the marketplace dictate software developers to release a product ahead of the agreed schedule. This is a common example of a company's political climate prevalent in the industry, wherein, influential person try to derive success more on personal agenda rather than quality. This scenario illustrates the frustrations involved in producing quality products and the conflicts between an individual and the team. Software development and quality should subject to the politics of control, position and power to balance the quality and time-to-market equation. The politics of communication and marketing follows subsequently when these political factors converge, and determine what people hear and how interaction styles affect outcome."
